productId,h,w,l,weightKg,source,itemRef,error
"cmnclaohl0403vs1cpauz57d2","15","15","15","0.6","cat:MLB63846->SMALL","MLB3953394785",""
"cmnckfgmx02cbvs6065hc26t0","30","50","80","12","cat:MLB101763->XLARGE","MLB5261441388",""
"cmncla48500agvs1cer9r3s4z","30","50","80","12","kw:XLARGE","MLB3953504963",""
"cmncla48500a7vs1c4ev1tunw","15","15","15","0.6","cat:MLB432458->SMALL","MLB3952366843",""
"cmnck11xt001vvs9kfzu0uk8r","10","10","50","0.8","cat:MLB456390->SMALL_LONG","MLB3953775909",""
"cmncla48500afvs1cc76ikr9a","10","10","50","0.8","cat:MLB63583->SMALL_LONG","MLB3953391329",""
"cmnclaef4028avs1c6vbha1en","15","15","15","0.6","cat:MLB431130->SMALL","MLB5261301360",""
"cmnckfgmx02cavs60hv3qc0pc","30","50","80","12","cat:MLB101763->XLARGE","MLB5261420194",""
"cmnckfgmx02c9vs60vjhcqq4m","30","50","80","12","cat:MLB101763->XLARGE","MLB5261418192",""
"cmnckfgmy02cevs60vxm84lem","30","50","80","12","cat:MLB101763->XLARGE","MLB5261558690",""
"cmnckfgmx02c6vs60vcw11fdt","30","50","80","12","cat:MLB101763->XLARGE","MLB5261306098",""
"cmnckf4nq006tvs60eoaeyq6n","30","50","80","12","cat:MLB101763->XLARGE","MLB3954771441",""
"cmnclaef40289vs1cjz826pmi","15","15","15","0.6","fallback:SMALL","MLB5261040708",""
"cmnclaef30288vs1chxjhk8z4","15","40","40","2","cat:MLB47089->MEDIUM_FLAT","MLB5260939688",""
"cmncla48500amvs1c806wtmdq","10","10","50","0.8","cat:MLB63687->SMALL_LONG","MLB3954445565",""
"cmnckfgmx02c7vs60dceteybz","30","50","80","12","cat:MLB101763->XLARGE","MLB5261319962",""
"cmnckf4nq006uvs60jjv96xwb","30","50","80","12","cat:MLB101763->XLARGE","MLB3954781937",""
"cmnclaohl0407vs1cz6wrshwd","10","10","50","0.8","cat:MLB6170->SMALL_LONG","MLB3954639409",""
"cmncla48600apvs1cmqbzmj9v","10","10","50","0.8","cat:MLB63687->SMALL_LONG","MLB3954479895",""
"cmnckfgmx02c5vs606wfw39h3","10","10","10","0.3","kw:TINY","MLB5261008954",""
"cmnckf4nq006rvs60hnfkqk1p","10","10","50","0.8","cat:MLB6170->SMALL_LONG","MLB3954596405",""
"cmncla48600arvs1cpmtydbmd","25","25","25","2","cat:MLB22704->MEDIUM","MLB3954547859",""
"cmncla48600auvs1cmvdxn2ow","15","40","40","2","cat:MLB22701->MEDIUM_FLAT","MLB3954649557",""
"cmncla48600avvs1c8b61907o","10","10","50","0.8","cat:MLB5665->SMALL_LONG","MLB3954656095",""
"cmncla48600aqvs1cbzeuhx7w","15","15","15","0.6","fallback:SMALL","MLB3954519749",""
"cmnclasmo04q8vs1cmy0uzb33","10","10","50","0.8","cat:MLB6170->SMALL_LONG","MLB5263556570",""
"cmnclasmo04q5vs1coxg5ibhk","25","25","25","2","cat:MLB63512->MEDIUM","MLB5261365716",""
"cmnclasmo04q9vs1curuxuqrp","10","10","50","0.8","cat:MLB6170->SMALL_LONG","MLB5263638378",""
"cmncla48600asvs1cs8fpbyr9","15","40","40","2","cat:MLB22701->MEDIUM_FLAT","MLB3954612173",""
"cmnclasmo04q6vs1cpv8ydk6y","25","25","25","2","cat:MLB190976->MEDIUM","MLB5261945272",""
"cmnckf4nq006yvs60m0zvdq3w","15","15","15","0.6","cat:MLB193531->SMALL","MLB3956293157",""
"cmnclaef4028jvs1c5xlxyzsh","10","10","10","0.3","cat:MLB193785->TINY","MLB5263707104",""
"cmnckf4nq006qvs60qfpaji8l","10","10","50","0.8","cat:MLB439500->SMALL_LONG","MLB3954482837",""
"cmncla48500akvs1czltigk4i","10","10","10","0.3","kw:TINY","MLB3954429947",""
"cmncla48600b6vs1cglwnooz8","10","10","10","0.3","cat:MLB193785->TINY","MLB3956304085",""
"cmncla48500aovs1cf3u6okgf","15","15","15","0.6","kw:SMALL","MLB3954462519",""
"cmncla48600ayvs1cw65g310v","15","15","15","0.6","cat:MLB270299->SMALL","MLB3955969257",""
"cmnclaef4028ivs1c47qml8e8","10","10","50","0.8","cat:MLB63583->SMALL_LONG","MLB5263574732",""
"cmncla48600b4vs1cq03pszzn","10","10","50","0.8","cat:MLB5665->SMALL_LONG","MLB3956200579",""
"cmnclaohl0409vs1cptcibjdo","15","15","15","0.6","cat:MLB193531->SMALL","MLB3956239569",""
"cmnclaef4028fvs1ccmsnpxs0","15","15","15","0.6","cat:MLB47102->SMALL","MLB5261855544",""
"cmnclaef4028hvs1c8y7y1gmp","15","40","40","2","cat:MLB456265->MEDIUM_FLAT","MLB5263355048",""
"cmnclaohl040evs1coi48tdsq","25","25","25","2","cat:MLB63512->MEDIUM","MLB3956300189",""
"cmnclaohl040avs1co3k0gvst","25","25","25","2","cat:MLB63512->MEDIUM","MLB3956260679",""
"cmnclaohl040cvs1ca17c7abn","15","15","15","0.6","cat:MLB193531->SMALL","MLB3956274699",""
"cmncla48600b7vs1c9s0yxs12","15","15","15","0.6","cat:MLB47102->SMALL","MLB3956309071",""
"cmnckf4nq006wvs60tpn358of","15","15","15","0.6","cat:MLB194800->SMALL","MLB3955980393",""
"cmnclaef4028gvs1car3z2s0v","10","10","10","0.3","cat:MLB192358->TINY","MLB5263333228",""
"cmnckf4nq006xvs60kszr37s3","25","25","25","2","kw:MEDIUM","MLB3956277345",""
"cmncla48600b0vs1cd651dlk4","30","40","50","5","kw:LARGE","MLB3956004855",""
"cmnckfgmy02cfvs60qvnr69ya","15","15","15","0.6","fallback:SMALL","MLB5263633132",""
"cmncla48600awvs1c30jkjc6q","30","80","100","18","cat:MLB101765->XXLARGE","MLB3954763239",""
"cmnclaef4028bvs1c6y2wbqvv","10","10","50","0.8","cat:MLB456390->SMALL_LONG","MLB5261338128",""
"cmnclaohl040dvs1cfnnoduqe","15","15","15","0.6","cat:MLB193531->SMALL","MLB3956275081",""
"cmnckf4nq006vvs605ocr8vk0","10","10","50","0.8","kw:SMALL_LONG","MLB3955159195",""
"cmnclaohl0406vs1ceitlj1rm","10","10","50","0.8","cat:MLB6170->SMALL_LONG","MLB3954520361",""
"cmnclaohl040bvs1cxcg33865","25","25","25","2","cat:MLB63512->MEDIUM","MLB3956265261",""
"cmnclaef4028kvs1ccztukwzt","10","10","50","0.8","cat:MLB63687->SMALL_LONG","MLB5264167300",""
"cmnclaohl0408vs1ck4svyrr0","15","15","15","0.6","cat:MLB193531->SMALL","MLB3956223173",""
"cmncla48600b1vs1cg5td6i1p","10","10","50","0.8","cat:MLB5665->SMALL_LONG","MLB3956122711",""
"cmnclaohl040fvs1cc1sxv935","10","10","50","0.8","cat:MLB6170->SMALL_LONG","MLB3956826005",""
"cmncla48600b2vs1c8fo202kw","10","10","50","0.8","cat:MLB63583->SMALL_LONG","MLB3956159067",""
"cmnclasmo04q7vs1cm1sltkpt","10","10","50","0.8","cat:MLB6170->SMALL_LONG","MLB5263409488",""
"cmncla48600bcvs1cowgwnojp","30","50","80","12","kw:XLARGE","MLB3956831441",""
"cmncla48600axvs1cijgik8vh","15","40","40","2","cat:MLB456265->MEDIUM_FLAT","MLB3955955945",""
"cmncla48600bavs1cbaqa709t","15","15","15","0.6","kw:SMALL","MLB3956726053",""
"cmncla48500alvs1chtbn72wl","15","15","15","0.6","cat:MLB47102->SMALL","MLB3954440203",""
"cmnclaef4028cvs1csfgdnkfu","15","15","15","0.6","fallback:SMALL","MLB5261387586",""
"cmnckfgmy02cgvs6098gcjgfy","30","50","80","12","kw:XLARGE","MLB5264539042",""
"cmnckf4nq006svs60e73cc0tt","30","50","80","12","cat:MLB101763->XLARGE","MLB3954757285",""
"cmnclaef4028lvs1cfojnrbaa","30","40","50","5","kw:LARGE","MLB5264452732",""
"cmncla48600b8vs1cotrql507","10","10","10","0.3","cat:MLB193785->TINY","MLB3956313951",""
"cmnckf4nq006zvs60e0sgtxfc","10","10","50","0.8","cat:MLB439500->SMALL_LONG","MLB3956765985",""
"cmncla48600b9vs1crqtfun33","15","15","15","0.6","cat:MLB431130->SMALL","MLB3956681087",""
"cmncla48600atvs1cuxlfk81o","15","40","40","2","cat:MLB456265->MEDIUM_FLAT","MLB3954647591",""
"cmnck12jb001xvs9kjm3wui1o","15","15","15","0.6","cat:MLB191728->SMALL","MLB3955195185",""
"cmncla48600bbvs1cpk8dnvla","15","15","15","0.6","kw:SMALL","MLB3956828053",""
"cmnclaef4028uvs1chxgc3z2z","25","25","25","2","cat:MLB193572->MEDIUM","MLB5265587756",""
"cmnclasmo04qavs1ckr32weau","30","80","100","18","kw:XXLARGE","MLB5265395684",""
"cmnckf4nq0070vs60pdo2sm93","10","10","50","0.8","cat:MLB439500->SMALL_LONG","MLB3956820149",""
"cmnclaef4028mvs1cxcckh6ky","10","10","50","0.8","cat:MLB5665->SMALL_LONG","MLB5264537198",""
"cmnck1395001zvs9kdxd9y8ou","15","40","40","2","cat:MLB456265->MEDIUM_FLAT","MLB3956692069",""
"cmncla48600b3vs1c68zhy17w","15","15","15","0.6","fallback:SMALL","MLB3956199153",""
"cmnclaef4028pvs1c9qch70uy","15","40","40","2","cat:MLB277543->MEDIUM_FLAT","MLB5265443820",""
"cmncla48600b5vs1ctksi20d4","15","15","15","0.6","kw:SMALL","MLB3956274565",""
"cmnckfgmx02c8vs60a8i1zu4h","30","50","80","12","cat:MLB101763->XLARGE","MLB5261374862",""
"cmnclaef4028svs1cyymg8vcy","15","15","15","0.6","cat:MLB194805->SMALL","MLB5265512086",""
"cmncla48500anvs1cr217l0ni","10","10","50","0.8","cat:MLB456390->SMALL_LONG","MLB3954448135",""
"cmnclaef4028tvs1c04grtb38","15","15","15","0.6","cat:MLB431130->SMALL","MLB5265525572",""
"cmncla48600bivs1cph7zy79m","25","25","25","2","cat:MLB278120->MEDIUM","MLB3957854411",""
"cmnckfgmy02ckvs60wbjw2ic2","30","80","100","18","kw:XXLARGE","MLB5265471302",""
"cmnclaef4028nvs1chylegyt2","15","15","15","0.6","kw:SMALL","MLB5265301328",""
"cmnclaef4028rvs1c6gzoawc0","15","15","15","0.6","cat:MLB47115->SMALL","MLB5265488800",""
"cmnckfgmy02clvs60xo74bwce","15","15","15","0.6","fallback:SMALL","MLB5265473292",""
"cmnckfgmy02chvs607br861yq","25","25","25","2","cat:MLB22645->MEDIUM","MLB5265072740",""
"cmnck5v7500hrvs9k4ulvhnp7","15","40","40","2","cat:MLB277543->MEDIUM_FLAT","MLB5265459760",""
"cmnckfgmy02cmvs60aat8tkq7","15","15","15","0.6","kw:SMALL","MLB5265494820",""
"cmncla48600bjvs1c8iz5s54x","25","25","25","2","cat:MLB47110->MEDIUM","MLB3957950043",""
"cmnclaef4028qvs1c1nb6zyvr","10","10","50","0.8","cat:MLB5665->SMALL_LONG","MLB5265450214",""
"cmnckf4nq0076vs608v7038ls","15","15","15","0.6","kw:SMALL","MLB3957932571",""
"cmnckf4nq0078vs60feo2p3b9","10","10","50","0.8","cat:MLB439500->SMALL_LONG","MLB3957964055",""
"cmnckfgmy02cjvs60xvh31m91","15","15","15","0.6","kw:SMALL","MLB5265407994",""
"cmnckf4nq0077vs60lb59lknp","10","10","50","0.8","kw:SMALL_LONG","MLB3957936785",""
"cmnclaef4028ovs1c7knjx0x2","15","15","15","0.6","cat:MLB63389->SMALL","MLB5265356838",""
"cmnclaohl040gvs1c1t70wc93","10","10","50","0.8","cat:MLB6170->SMALL_LONG","MLB3957587535",""
"cmnckf4nq0071vs60qsvf4ar7","25","25","25","2","cat:MLB22645->MEDIUM","MLB3957513413",""
"cmnckf4nq0079vs60vp1jwvyr","15","15","15","0.6","cat:MLB428983->SMALL","MLB3958857301",""
"cmncla48600bgvs1cf9r3vvng","15","15","15","0.6","cat:MLB188061->SMALL","MLB3957745207",""
"cmncla48600bhvs1ca6b3uons","30","80","100","18","cat:MLB101765->XXLARGE","MLB3957845821",""
"cmncla48600bfvs1ctps6zohu","30","40","50","5","kw:LARGE","MLB3957679143",""
"cmnclasmo04qbvs1c5xmxxfoe","30","40","50","5","cat:MLB7863->LARGE","MLB5266193270",""
"cmnckf4nq0075vs60elbj82mr","15","15","15","0.6","cat:MLB194800->SMALL","MLB3957840329",""
"cmnckf4nq0073vs60g9qrued4","10","10","50","0.8","cat:MLB439500->SMALL_LONG","MLB3957778635",""
"cmncla48600bdvs1chmgy7mzd","25","25","25","2","cat:MLB193572->MEDIUM","MLB3957608221",""
"cmnckfgmy02covs60yyigkkwi","15","15","15","0.6","fallback:SMALL","MLB5267372688",""
"cmncla48600blvs1c58vt597g","15","15","15","0.6","fallback:SMALL","MLB3958562757",""
"cmnckf4nq0072vs60oczyrdug","15","15","15","0.6","fallback:SMALL","MLB3957593037",""
"cmnclasmo04qcvs1cuxqwilnm","15","15","15","0.6","cat:MLB191714->SMALL","MLB5267587054",""
"cmncla48600bevs1cxx9qyqov","30","40","50","5","kw:LARGE","MLB3957612549",""
"cmnclaef4028xvs1c5ylmbm9w","15","15","15","0.6","cat:MLB47102->SMALL","MLB5267482244",""
"cmnckfgmy02cnvs602h7wi9hh","15","15","15","0.6","fallback:SMALL","MLB5267339020",""
"cmnck5wzw00hxvs9kt4l2gz9e","15","15","15","0.6","cat:MLB47115->SMALL","MLB5270236554",""
"cmnclasmo04qgvs1cusj469gk","25","25","25","2","kw:MEDIUM","MLB5269979946",""
"cmncla48600bmvs1c0zq0ob5m","15","15","15","0.6","cat:MLB47102->SMALL","MLB3959888691",""
"cmnclaef40291vs1cgapi4xg0","25","25","25","2","cat:MLB47131->MEDIUM","MLB5269841294",""
"cmncla48700buvs1cl3veph8v","10","10","50","0.8","cat:MLB63687->SMALL_LONG","MLB3961838033",""
"cmnckfgmy02cpvs60sfnwno87","25","25","25","2","kw:MEDIUM","MLB5269978604",""
"cmnclaef40293vs1cobmusrro","15","15","15","0.6","kw:SMALL","MLB5269850224",""
"cmnclaef40297vs1ca9pwqhls","15","15","15","0.6","cat:MLB47102->SMALL","MLB5269897334",""
"cmnclaef40295vs1cw1im546p","25","25","25","2","cat:MLB47131->MEDIUM","MLB5269865302",""
"cmnclaef40290vs1csngtt4x6","10","10","50","0.8","cat:MLB63583->SMALL_LONG","MLB5269784068",""
"cmncla48600bkvs1cpkzeb388","15","15","15","0.6","cat:MLB188061->SMALL","MLB3958545817",""
"cmnclasmo04qevs1czbj8v7rl","25","25","25","2","kw:MEDIUM","MLB5269850938",""
"cmnclaef40292vs1czd15p6mz","25","25","25","2","cat:MLB47131->MEDIUM","MLB5269841768",""
"cmnclasmo04qfvs1c24lfacza","25","25","25","2","kw:MEDIUM","MLB5269941362",""
"cmnclaef40296vs1cpirj33fv","25","25","25","2","cat:MLB47131->MEDIUM","MLB5269869418",""
"cmnclaef4029jvs1c4lsb2r80","30","50","80","12","kw:XLARGE","MLB5273070790",""
"cmnclaef4028yvs1c8erf2upa","10","10","50","0.8","cat:MLB63583->SMALL_LONG","MLB5269758458",""
"cmnclaef40298vs1c85jg7h6g","25","25","25","2","cat:MLB47131->MEDIUM","MLB5269903768",""
"cmnclaef4028wvs1cwvgpvf57","30","50","80","12","cat:MLB194752->XLARGE","MLB5267315628",""
"cmnckfgmy02cqvs60gkejtmvr","25","25","25","2","cat:MLB22645->MEDIUM","MLB5271032554",""
"cmnckf4nq007avs60yl29r9rf","15","15","15","0.6","kw:SMALL","MLB3959726229",""
"cmncla48600btvs1czlexglth","15","15","15","0.6","kw:SMALL","MLB3961831465",""
"cmnclaef4029evs1cu2fjcaai","15","15","15","0.6","kw:SMALL","MLB5272210938",""
"cmnclaef4028zvs1c0nxxrwov","25","25","25","2","cat:MLB47131->MEDIUM","MLB5269775572",""
"cmncla48700bvvs1clu4eq0c3","10","10","50","0.8","cat:MLB192359->SMALL_LONG","MLB3962426121",""
"cmnckf4nq007dvs603mye8dyv","30","50","80","12","cat:MLB101763->XLARGE","MLB3963302527",""
"cmnclaef4029avs1cwdaaio2b","10","10","50","0.8","cat:MLB31156->SMALL_LONG","MLB5271129132",""
"cmncla48700bwvs1ct7kvlusf","25","25","25","2","kw:MEDIUM","MLB3963223361",""
"cmnclasmo04qdvs1c5weuehso","25","25","25","2","kw:MEDIUM","MLB5269849462",""
"cmnclaef4029kvs1chugfwvo0","10","10","10","0.3","cat:MLB193785->TINY","MLB5273073976",""
"cmnck5xli00hzvs9kt2wejoxj","30","80","100","18","cat:MLB101765->XXLARGE","MLB5270243542",""
"cmnck62zo00ihvs9kxyl55yze","10","10","10","0.3","cat:MLB193785->TINY","MLB5273080612",""
"cmnclaohl040hvs1cz4r53h6f","30","50","80","12","kw:XLARGE","MLB3957636613",""
"cmnclaef4029lvs1cepltvl06","10","10","50","0.8","cat:MLB5665->SMALL_LONG","MLB5273103328",""
"cmncla48700bxvs1c527vq7n3","15","15","15","0.6","fallback:SMALL","MLB3963244889",""
"cmnclaef4028vvs1ci602nttu","30","50","80","12","cat:MLB194752->XLARGE","MLB5267289182",""
"cmnclaef4029dvs1c4fvkwwog","30","80","100","18","kw:XXLARGE","MLB5272049862",""
"cmnclaef4029cvs1cb7u5nesy","30","80","100","18","cat:MLB101765->XXLARGE","MLB5272013724",""
"cmnclaohm040qvs1cia091p6e","25","25","25","2","cat:MLB190976->MEDIUM","MLB3961499147",""
"cmnclaef40294vs1cauytizqw","25","25","25","2","cat:MLB47131->MEDIUM","MLB5269853878",""
"cmnclaef40299vs1cl0ob57zi","25","25","25","2","cat:MLB47131->MEDIUM","MLB5269922788",""
"cmnckf4nq0074vs60is5i3o4m","15","15","15","0.6","fallback:SMALL","MLB3957836981",""
"cmncla48600bpvs1crakua39l","25","25","25","2","cat:MLB22704->MEDIUM","MLB3961601221",""
"cmnckf4nq007bvs60z4ytt3td","25","25","25","2","kw:MEDIUM","MLB3961481291",""
"cmnclaohm040pvs1c49md06jb","25","25","25","2","kw:MEDIUM","MLB3961496873",""
"cmnclaohm040tvs1cob7bkwxx","25","25","25","2","kw:MEDIUM","MLB3961562697",""
"cmnck5vsm00htvs9k3zwaswzw","25","25","25","2","cat:MLB47131->MEDIUM","MLB5269864912",""
"cmnckf4nq007cvs6029fq0ugv","25","25","25","2","kw:MEDIUM","MLB3961546307",""
"cmncla48600brvs1c54q9fdfy","25","25","25","2","cat:MLB22704->MEDIUM","MLB3961770861",""
"cmnclaohm040nvs1c0oka39b8","25","25","25","2","kw:MEDIUM","MLB3961487555",""
"cmnclaef4029ivs1ciwexa0jq","10","10","10","0.3","cat:MLB193785->TINY","MLB5273069878",""
"cmnclaohm040svs1c07wg1jsp","25","25","25","2","kw:MEDIUM","MLB3961547465",""
"cmnclaohl040ivs1c112ccgjj","30","50","80","12","kw:XLARGE","MLB3957652285",""
"cmncla48600bsvs1c72qtn7cc","10","10","50","0.8","cat:MLB456390->SMALL_LONG","MLB3961795145",""
"cmnck5we900hvvs9k4mn1unwi","25","25","25","2","cat:MLB47131->MEDIUM","MLB5269960668",""
"cmnclaohm040ovs1cupyiejmd","25","25","25","2","kw:MEDIUM","MLB3961496321",""
"cmnclaohm040lvs1cdy9g03sd","15","15","15","0.6","cat:MLB193531->SMALL","MLB3961480411",""
"cmnck60la00i9vs9kyl0ewec7","15","15","15","0.6","cat:MLB194805->SMALL","MLB5273017878",""
"cmncla48600bnvs1cw0jn82er","15","15","15","0.6","kw:SMALL","MLB3961548337",""
"cmncla48600bovs1c7mukbvr6","10","10","50","0.8","cat:MLB456390->SMALL_LONG","MLB3961558983",""
"cmnclaohm040rvs1c6lv085iw","25","25","25","2","kw:MEDIUM","MLB3961539509",""
"cmncla48600bqvs1cnjtec86g","30","80","100","18","kw:XXLARGE","MLB3961629039",""
"cmnck5zzs00i7vs9krywi9twv","15","15","15","0.6","cat:MLB194805->SMALL","MLB5273006010",""
"cmnck5ze900i5vs9kkg4oty5m","15","15","15","0.6","cat:MLB194805->SMALL","MLB5273005488",""
"cmnck62e100ifvs9k6h4zeqmm","15","15","15","0.6","cat:MLB194805->SMALL","MLB5273053258",""
"cmnclaohm040mvs1cd535tglu","25","25","25","2","kw:MEDIUM","MLB3961484767",""
"cmnclaohm040vvs1cymexkvyw","10","10","50","0.8","cat:MLB6170->SMALL_LONG","MLB3961791261",""
"cmnclaef4029hvs1c5hp1fxog","15","15","15","0.6","cat:MLB194805->SMALL","MLB5273064236",""
"cmnclasmo04qivs1cddcikphf","15","15","15","0.6","cat:MLB193531->SMALL","MLB5273003790",""
"cmnclasmo04qmvs1cuwkgl3q9","15","15","15","0.6","cat:MLB193531->SMALL","MLB5273067324",""
"cmnck5y7000i1vs9kd7pidhkd","15","15","15","0.6","cat:MLB194805->SMALL","MLB5272993270",""
"cmnclasmo04qhvs1c9s3nq7c7","15","15","15","0.6","cat:MLB193531->SMALL","MLB5272773866",""
"cmnck5ysm00i3vs9ktf84iv5l","15","15","15","0.6","cat:MLB194805->SMALL","MLB5273004252",""
"cmnclasmo04qjvs1co8d2v5i6","10","10","50","0.8","cat:MLB6170->SMALL_LONG","MLB5273021286",""
"cmnck61se00idvs9k80sahvge","15","15","15","0.6","cat:MLB194805->SMALL","MLB5273041592",""
"cmncla48700byvs1croim3gmh","15","15","15","0.6","kw:SMALL","MLB3963766315",""
"cmnck13uo0021vs9kcees7znz","15","15","15","0.6","cat:MLB194805->SMALL","MLB3964126543",""
"cmncla48700c1vs1cvxykgevh","15","15","15","0.6","kw:SMALL","MLB3964244849",""
"cmnclaef4029gvs1c2q8zf8bx","15","15","15","0.6","kw:SMALL","MLB5272706656",""
"cmnclaohm040wvs1c7en4d27b","15","15","15","0.6","cat:MLB193531->SMALL","MLB3964157495",""
"cmnck64wm00invs9kj93jvc6w","10","10","10","0.3","cat:MLB193785->TINY","MLB5273991000",""
"cmnclaohm040xvs1ct62vvhzl","15","15","15","0.6","cat:MLB193531->SMALL","MLB3964194341",""
"cmnclaohm040yvs1cs4354wgv","25","25","25","2","cat:MLB63512->MEDIUM","MLB3964262397",""
"cmnclaef4029fvs1ce6g0gsrs","15","15","15","0.6","fallback:SMALL","MLB5272647814",""
"cmnclasmo04qnvs1cqzb5yhow","15","15","15","0.6","cat:MLB193531->SMALL","MLB5273982010",""
"cmnckf4nq007evs60sixtuklh","15","15","15","0.6","kw:SMALL","MLB3964167623",""
"cmnclasmo04qovs1clnqimg2b","15","15","15","0.6","cat:MLB193531->SMALL","MLB5274016104",""
"cmnclaef4029mvs1czqpyk7j0","10","10","10","0.3","cat:MLB22668->TINY","MLB5273555932",""
"cmnclaef4029ovs1c0pa03und","15","15","15","0.6","kw:SMALL","MLB5273696146",""
"cmncla48700c7vs1cxxwvcjho","30","50","80","12","cat:MLB194752->XLARGE","MLB3964983571",""
"cmnclaohm0415vs1cpjlb69x4","30","50","80","12","cat:MLB101764->XLARGE","MLB3964804955",""
"cmnclasmo04qpvs1cmuny9mht","15","15","15","0.6","cat:MLB193531->SMALL","MLB5274016450",""
"cmnckf4nq007ivs606qtwt2lu","10","10","10","0.3","kw:TINY","MLB3964888149",""
"cmncla48700c4vs1c9zgleacy","25","25","25","2","cat:MLB47110->MEDIUM","MLB3964646697",""
"cmnclaohm040zvs1cfvafy1e8","10","10","10","0.3","cat:MLB192566->TINY","MLB3964561991",""
"cmncla48700c6vs1cfktvywbg","15","15","15","0.6","kw:SMALL","MLB3964837199",""
"cmnclaohm0412vs1c1y7jyhta","15","15","15","0.6","cat:MLB193531->SMALL","MLB3964602347",""
"cmnck151p0025vs9km5g4ct5u","10","10","10","0.3","cat:MLB431174->TINY","MLB3964645241",""
"cmnckf4nq007gvs60r7x151gp","15","15","15","0.6","cat:MLB193531->SMALL","MLB3964616933",""
"cmncla48700c2vs1cpjb8blfu","10","10","50","0.8","cat:MLB456390->SMALL_LONG","MLB3964593689",""
"cmnclaohm0413vs1c5mmltidp","10","10","10","0.3","cat:MLB192566->TINY","MLB3964665761",""
"cmnckf4nq007mvs608bt1q6xk","15","15","15","0.6","cat:MLB193531->SMALL","MLB3965015569",""
"cmnckf4nq007hvs606vm785b6","10","10","10","0.3","cat:MLB192566->TINY","MLB3964627215",""
"cmnck63lb00ijvs9kt4ax6a76","10","10","10","0.3","cat:MLB22668->TINY","MLB5273556424",""
"cmnclaohm0411vs1ca6wanvw1","10","10","10","0.3","cat:MLB192566->TINY","MLB3964587993",""
"cmnclaohm0417vs1cba5df3og","15","15","15","0.6","cat:MLB193531->SMALL","MLB3964912865",""
"cmnckfgmy02csvs60u5j0ez2k","15","15","15","0.6","fallback:SMALL","MLB5274463822",""
"cmncla48700bzvs1cm5jy3avm","15","15","15","0.6","kw:SMALL","MLB3963838763",""
"cmnclaohm0410vs1c7dfhsavw","15","15","15","0.6","cat:MLB193531->SMALL","MLB3964573825",""
"cmncla48700c5vs1c35fssugq","10","10","10","0.3","kw:TINY","MLB3964671691",""
"cmnckfgmy02cvvs609wy0xxik","15","15","15","0.6","cat:MLB193531->SMALL","MLB5275671136",""
"cmnckfgmy02cwvs60jxzxx6xx","15","15","15","0.6","cat:MLB193531->SMALL","MLB5275671376",""
"cmncla48700c3vs1c7r5vtevt","10","10","10","0.3","cat:MLB193785->TINY","MLB3964611201",""
"cmnckf4nq007kvs6058hihjp6","10","10","10","0.3","kw:TINY","MLB3964926577",""
"cmncla48700c0vs1c4f41v2ss","15","15","15","0.6","fallback:SMALL","MLB3964194467",""
"cmnckf4nr007wvs607bbxxlda","15","15","15","0.6","cat:MLB193531->SMALL","MLB3966491907",""
"cmnckfgmy02czvs60oyukhwuf","15","15","15","0.6","cat:MLB193531->SMALL","MLB5275911480",""
"cmnckfgmy02cuvs606x4syy30","15","15","15","0.6","cat:MLB193531->SMALL","MLB5275670894",""
"cmnckfgmy02crvs60ft9xawrd","15","15","15","0.6","cat:MLB193531->SMALL","MLB5273955510",""
"cmnclaohm0418vs1cntece0h1","15","15","15","0.6","cat:MLB193531->SMALL","MLB3964950895",""
"cmncla48700cavs1c9dxe2ste","15","15","15","0.6","kw:SMALL","MLB3966518035",""
"cmnckfgmy02cxvs60he4hsul1","25","25","25","2","cat:MLB116479->MEDIUM","MLB5275841024",""
"cmnckfgmy02ctvs60rf05x4oa","15","15","15","0.6","cat:MLB193531->SMALL","MLB5275660522",""
"cmnclasmo04qsvs1c19kkphc4","15","15","15","0.6","cat:MLB193531->SMALL","MLB5275869956",""
"cmnclasmo04qlvs1c8f595wek","15","15","15","0.6","cat:MLB193531->SMALL","MLB5273041640",""
"cmnclaohm041cvs1cb63p01qo","15","15","15","0.6","cat:MLB193531->SMALL","MLB3966578845",""
"cmnclaohm0414vs1cepgtu5jb","15","15","15","0.6","cat:MLB193531->SMALL","MLB3964667741",""
"cmncla48700c9vs1cneh9gdtq","15","15","15","0.6","cat:MLB47115->SMALL","MLB3966509779",""
"cmnck616v00ibvs9kf19r1oip","15","15","15","0.6","cat:MLB191728->SMALL","MLB5273022970",""
"cmnclaef5029rvs1clefxxr43","15","15","15","0.6","cat:MLB47115->SMALL","MLB5275845786",""
"cmnck14g20023vs9kc4bkw3zr","15","15","15","0.6","cat:MLB194805->SMALL","MLB3964132197",""
"cmnclaohm041bvs1cibnahxbp","15","15","15","0.6","cat:MLB193531->SMALL","MLB3966502015",""
"cmnclaef5029pvs1c856rf84q","10","10","10","0.3","cat:MLB193785->TINY","MLB5273738710",""
"cmnclasmo04qkvs1cc28xvdgs","15","15","15","0.6","cat:MLB193531->SMALL","MLB5273029660",""
"cmnclaohm0416vs1ci6z0hcn6","15","15","15","0.6","cat:MLB193531->SMALL","MLB3964813165",""
"cmnclaef5029qvs1c9mobvlh3","30","50","80","12","cat:MLB194752->XLARGE","MLB5274413134",""
