productId,h,w,l,weightKg,source,itemRef,error
"cmnckf89o00wxvs60230t62q3","15","15","15","0.6","cat:MLB428983->SMALL","MLB4269635939",""
"cmnckf89o00x3vs60onqzxp3d","10","10","10","0.3","cat:MLB115598->TINY","MLB4269924769",""
"cmncla86900xjvs1cx7hy8hyl","30","80","100","18","kw:XXLARGE","MLB4269645873",""
"cmnckf89o00wzvs60t7bwnhvm","10","10","10","0.3","cat:MLB115598->TINY","MLB4269691025",""
"cmnckf89p00x5vs609bc1eew6","15","15","15","0.6","cat:MLB428985->SMALL","MLB4270086507",""
"cmnclaqk404a2vs1cwjh3jpb2","15","15","15","0.6","cat:MLB191714->SMALL","MLB4271446921",""
"cmnclaqk404a1vs1c59gxzthp","15","15","15","0.6","cat:MLB191714->SMALL","MLB4271394559",""
"cmnckf89p00xdvs605bsbf9t6","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4271432283",""
"cmnckf89p00xhvs609q4g4gd1","15","15","15","0.6","cat:MLB428985->SMALL","MLB4271492189",""
"cmnckf89o00x1vs60raur695p","10","10","10","0.3","cat:MLB115598->TINY","MLB4269899763",""
"cmnckf89p00xfvs600qa2jnbh","15","15","15","0.6","cat:MLB428985->SMALL","MLB4271439751",""
"cmnckfkit0359vs60tsl6k3i8","15","15","15","0.6","cat:MLB428983->SMALL","MLB5838437720",""
"cmnckf89o00wyvs60ta7duidw","10","10","10","0.3","cat:MLB115598->TINY","MLB4269640583",""
"cmnckf89p00xgvs6000s3yuvx","15","15","15","0.6","cat:MLB428985->SMALL","MLB4271466181",""
"cmnckf89p00xivs602ywtia2b","15","15","15","0.6","cat:MLB428985->SMALL","MLB4271494367",""
"cmnckf89p00xjvs60owmv4fax","15","15","15","0.6","cat:MLB428985->SMALL","MLB4271494927",""
"cmncla86900xmvs1c1wiav6iq","15","15","15","0.6","cat:MLB431130->SMALL","MLB4269754213",""
"cmnckf89p00xevs60fk6i2e00","15","15","15","0.6","cat:MLB428983->SMALL","MLB4271432665",""
"cmnckf89p00xkvs607zh9ky1m","15","15","15","0.6","cat:MLB428983->SMALL","MLB4271673581",""
"cmnckfkit035avs60x18l486o","10","10","10","0.3","cat:MLB115598->TINY","MLB5838508702",""
"cmnclasmv0505vs1cfvs3he3g","15","15","15","0.6","cat:MLB194429->SMALL","MLB5844548440",""
"cmnclaqk404a3vs1cntzm80zj","15","15","15","0.6","cat:MLB63846->SMALL","MLB4271449051",""
"cmnckfkiu0364vs60f3cedvey","25","25","25","2","cat:MLB116479->MEDIUM","MLB5857690928",""
"cmnckfkiu0362vs60zx8dle87","10","10","10","0.3","cat:MLB115598->TINY","MLB5857574010",""
"cmnckfkit035gvs601xgypgvo","15","15","15","0.6","cat:MLB428983->SMALL","MLB5844495708",""
"cmncla86900xqvs1c5ppeozx9","15","15","15","0.6","cat:MLB192357->SMALL","MLB4271693479",""
"cmnckfkit035hvs606groso9u","15","15","15","0.6","cat:MLB428985->SMALL","MLB5844553406",""
"cmnclasmv0508vs1cwrslri7e","25","25","25","2","cat:MLB63512->MEDIUM","MLB5855875958",""
"cmnckfkiu0360vs606x7vhlny","25","25","25","2","cat:MLB116479->MEDIUM","MLB5857488544",""
"cmncla86900xpvs1cdkfq40ea","25","25","25","2","cat:MLB269576->MEDIUM","MLB4271675447",""
"cmnclasmv0509vs1c6igxx0v3","15","15","15","0.6","cat:MLB194429->SMALL","MLB5855925046",""
"cmnckfkiu0361vs60esgk6xex","15","40","40","2","cat:MLB431858->MEDIUM_FLAT","MLB5857509000",""
"cmnckf89p00xlvs608ys04yev","15","15","15","0.6","fallback:SMALL","MLB4271704713",""
"cmnckf89p00xcvs607zac24pv","15","15","15","0.6","cat:MLB428985->SMALL","MLB4271378663",""
"cmnckfkiu035zvs60inul3065","15","15","15","0.6","cat:MLB428985->SMALL","MLB5857483696",""
"cmnckfkit035vvs602fyyxxsy","15","15","15","0.6","cat:MLB428985->SMALL","MLB5855968992",""
"cmnckfkiu0363vs60ixqsyq7p","25","25","25","2","cat:MLB116479->MEDIUM","MLB5857575630",""
"cmnckf89p00x7vs608wtuo6ye","25","25","25","2","cat:MLB116479->MEDIUM","MLB4271329859",""
"cmnclaicf02w0vs1cuwe3et3c","10","10","10","0.3","cat:MLB193785->TINY","MLB5857411398",""
"cmnckf89p00xavs60hwmn86ds","15","15","15","0.6","cat:MLB428983->SMALL","MLB4271363097",""
"cmnckf89p00xbvs60wb3b0vgo","15","15","15","0.6","cat:MLB428985->SMALL","MLB4271374707",""
"cmnckfkiu035xvs609uvvgz9g","25","25","25","2","cat:MLB22645->MEDIUM","MLB5857050100",""
"cmnckf89p00x9vs60pwfmxo2j","15","15","15","0.6","cat:MLB428983->SMALL","MLB4271353203",""
"cmnckfkit035wvs602tsd367v","15","15","15","0.6","cat:MLB428985->SMALL","MLB5856768548",""
"cmnckfkiu035yvs60gt8no4dl","15","15","15","0.6","cat:MLB428983->SMALL","MLB5857431488",""
"cmnclaicf02vzvs1clhel266z","30","80","100","18","kw:XXLARGE","MLB5855794344",""
"cmnclaicf02wcvs1c9a6ef4cz","10","10","10","0.3","cat:MLB192358->TINY","MLB5866069738",""
"cmnckf89p00x8vs605keq6d2w","15","15","15","0.6","cat:MLB428985->SMALL","MLB4271352327",""
"cmncla86900xuvs1ce13honqj","15","15","15","0.6","cat:MLB63389->SMALL","MLB4275295365",""
"cmncla86900xvvs1cdmmw8ffo","15","15","15","0.6","cat:MLB63389->SMALL","MLB4275295955",""
"cmnclaicf02wavs1cc6kg6zg6","10","10","50","0.8","kw:SMALL_LONG","MLB5865995536",""
"cmnclaicf02w9vs1cht7du4t3","15","40","40","2","cat:MLB194789->MEDIUM_FLAT","MLB5865981548",""
"cmnclasmv050avs1c3904j93e","15","15","15","0.6","cat:MLB193531->SMALL","MLB5864769870",""
"cmnckfkiu0367vs60jgwil9ou","10","10","50","0.8","cat:MLB191833->SMALL_LONG","MLB5864707390",""
"cmncla86900xtvs1cd44lm04o","25","25","25","2","cat:MLB269576->MEDIUM","MLB4275219877",""
"cmnclaicf02wbvs1cengrbybg","10","10","50","0.8","cat:MLB456390->SMALL_LONG","MLB5866068192",""
"cmnclaicf02w8vs1c6zlfsj43","15","40","40","2","cat:MLB63736->MEDIUM_FLAT","MLB5865946484",""
"cmncla86900xsvs1cguqssoq1","15","40","40","2","cat:MLB456265->MEDIUM_FLAT","MLB4275192125",""
"cmnckf89p00xuvs60gx4ci63a","10","10","10","0.3","cat:MLB115598->TINY","MLB4275725437",""
"cmnckf89p00xovs603y9e0t38","25","25","25","2","cat:MLB116479->MEDIUM","MLB4275637861",""
"cmnckf89p00xrvs60xvutbpc4","15","15","15","0.6","cat:MLB428985->SMALL","MLB4275665261",""
"cmnckf89p00xtvs6005pg6fmv","15","15","15","0.6","cat:MLB428985->SMALL","MLB4275709459",""
"cmnck93du00slvs9kmv95l2f1","15","15","15","0.6","cat:MLB432458->SMALL","MLB5865937298",""
"cmnclaicf02w7vs1cjay6cyof","15","40","40","2","cat:MLB456265->MEDIUM_FLAT","MLB5865932630",""
"cmnckfkiu0369vs60pf5cty4i","15","15","15","0.6","kw:SMALL","MLB5864905060",""
"cmncla86900xrvs1cl2uf92ua","25","25","25","2","cat:MLB22704->MEDIUM","MLB4275166271",""
"cmnclaicf02w6vs1ccqha5q9s","15","15","15","0.6","fallback:SMALL","MLB5864771066",""
"cmnckf89p00xnvs60beyxkr6e","25","25","25","2","cat:MLB116479->MEDIUM","MLB4275619807",""
"cmnckfkiu0368vs607xgiirtx","10","10","50","0.8","kw:SMALL_LONG","MLB5864770340",""
"cmnclaicf02vxvs1crk8q0xrh","15","15","15","0.6","kw:SMALL","MLB5854537902",""
"cmnclaicf02vyvs1cc1zeytay","30","80","100","18","kw:XXLARGE","MLB5855763208",""
"cmnckf89p00xpvs60xxlkbgf8","15","15","15","0.6","cat:MLB428985->SMALL","MLB4275653321",""
"cmncla86900xwvs1c6t978p28","15","15","15","0.6","kw:SMALL","MLB4275489581",""
"cmnckf89p00y1vs60q6gc4ixk","25","25","25","2","cat:MLB22645->MEDIUM","MLB4276753665",""
"cmncla86900y2vs1cxp7qwedo","30","40","50","5","kw:LARGE","MLB4276702697",""
"cmnckfkiu036gvs602bav4yqa","25","25","25","2","cat:MLB22645->MEDIUM","MLB5874044260",""
"cmncla86900y0vs1cw46tcppc","15","15","15","0.6","cat:MLB430748->SMALL","MLB4276611311",""
"cmncla86900y1vs1c4gyq5qfi","15","40","40","2","cat:MLB456265->MEDIUM_FLAT","MLB4276663943",""
"cmnckf89p00y0vs60rq34g134","25","25","25","2","cat:MLB22645->MEDIUM","MLB4276662019",""
"cmncla86900y4vs1cd6oftso0","15","15","15","0.6","kw:SMALL","MLB4277145871",""
"cmncla86900xyvs1c6bmqfbjr","15","15","15","0.6","kw:SMALL","MLB4276586237",""
"cmnclaicf02vwvs1cbmbaafwf","15","15","15","0.6","cat:MLB270299->SMALL","MLB5854529168",""
"cmncla86900y3vs1cfgn0wbdu","15","15","15","0.6","cat:MLB47102->SMALL","MLB4277047727",""
"cmnclaqk404a7vs1c6pov60zj","25","25","25","2","cat:MLB190976->MEDIUM","MLB4277439491",""
"cmnckf89p00xqvs60okvpk35e","15","15","15","0.6","cat:MLB428983->SMALL","MLB4275657539",""
"cmnclaqk404a5vs1c74dpef7e","15","15","15","0.6","cat:MLB63846->SMALL","MLB4276621447",""
"cmncla86900y5vs1cr9cevc41","10","10","50","0.8","cat:MLB63687->SMALL_LONG","MLB4277172801",""
"cmncla86a00y7vs1cvl3p408y","15","15","15","0.6","fallback:SMALL","MLB4277242139",""
"cmnckf89p00y2vs60vqz55hxn","25","25","25","2","cat:MLB22645->MEDIUM","MLB4277045739",""
"cmnclaqk404a6vs1cr6gmi80a","15","15","15","0.6","cat:MLB194429->SMALL","MLB4277349035",""
"cmnckf89p00xyvs60o46uceec","25","25","25","2","cat:MLB22645->MEDIUM","MLB4276609407",""
"cmnckf89p00xzvs6005ql7ucv","25","25","25","2","cat:MLB22645->MEDIUM","MLB4276623251",""
"cmnclaqk504aavs1cqkz7tnnn","30","40","50","5","cat:MLB7863->LARGE","MLB4278788435",""
"cmnclaicg02wfvs1chk9eu8ax","15","15","15","0.6","cat:MLB270299->SMALL","MLB5872071290",""
"cmnclaqk504abvs1csm2o0oa4","15","15","15","0.6","cat:MLB63846->SMALL","MLB4279125769",""
"cmnclaicg02wdvs1ctfr6nt30","15","15","15","0.6","cat:MLB47115->SMALL","MLB5871605786",""
"cmnclaqk404a4vs1c96u3jdh0","15","15","15","0.6","cat:MLB63846->SMALL","MLB4276608097",""
"cmnclaicf02w4vs1c126hwyni","15","15","15","0.6","cat:MLB188061->SMALL","MLB5864692996",""
"cmnclasmv050bvs1c1vjbdzmu","15","15","15","0.6","cat:MLB194429->SMALL","MLB5872086984",""
"cmnck3feu009pvs9kphi5c2e5","15","15","15","0.6","fallback:SMALL","MLB4278790065",""
"cmnclaicg02whvs1cr0ud1twl","15","40","40","2","cat:MLB456265->MEDIUM_FLAT","MLB5872076594",""
"cmnclaicg02wevs1c0qaoe95l","10","10","10","0.3","cat:MLB192358->TINY","MLB5872051930",""
"cmnckfkiu036bvs60tynmdmgs","10","10","50","0.8","cat:MLB439500->SMALL_LONG","MLB5872096254",""
"cmnclaicg02wpvs1cyuh8dzkm","15","40","40","2","cat:MLB456265->MEDIUM_FLAT","MLB5872200816",""
"cmnclaicg02wovs1c2cvj1xyi","15","15","15","0.6","fallback:SMALL","MLB5872183488",""
"cmnckf89p00y3vs60rkxd9c0r","15","15","15","0.6","cat:MLB47115->SMALL","MLB4277224017",""
"cmnclaicg02wjvs1cpjicr36q","15","15","15","0.6","cat:MLB47102->SMALL","MLB5872119882",""
"cmnckf89p00ycvs6098om7zxn","15","15","15","0.6","cat:MLB428985->SMALL","MLB4279227213",""
"cmnclaicg02wlvs1cwiqis0rv","15","15","15","0.6","kw:SMALL","MLB5872136860",""
"cmnckf89p00ybvs60z0zmqmlc","15","15","15","0.6","cat:MLB428983->SMALL","MLB4279177257",""
"cmnclaicg02wqvs1c0k5z86de","15","15","15","0.6","cat:MLB270299->SMALL","MLB5872206508",""
"cmnclaicf02w3vs1c7rxdar34","15","15","15","0.6","cat:MLB194805->SMALL","MLB5864659330",""
"cmncla86900xzvs1cmxpt9cc5","10","10","10","0.3","cat:MLB63788->TINY","MLB4276596775",""
"cmnckfkiu036cvs603jyzsym7","10","10","50","0.8","cat:MLB191833->SMALL_LONG","MLB5872133144",""
"cmnckfkiu0366vs60lg3ks06t","25","25","25","2","cat:MLB22645->MEDIUM","MLB5864669986",""
"cmnckfkit035tvs60edqlj5ps","30","50","80","12","kw:XLARGE","MLB5855657480",""
"cmnclaicg02wkvs1cfzjtdvtf","15","15","15","0.6","cat:MLB63389->SMALL","MLB5872133814",""
"cmnclaicg02wmvs1c89coq8kp","10","10","50","0.8","cat:MLB456390->SMALL_LONG","MLB5872162866",""
"cmnclaicg02wivs1c4czqfx94","10","10","50","0.8","kw:SMALL_LONG","MLB5872119118",""
"cmncla86a00ydvs1ch87f3jha","30","80","100","18","kw:XXLARGE","MLB4278804135",""
"cmnckfkiu036dvs60962c80ng","15","15","15","0.6","cat:MLB428983->SMALL","MLB5873077490",""
"cmnckf89p00y4vs60gaxtw4la","15","15","15","0.6","kw:SMALL","MLB4277240563",""
"cmnck93yp00snvs9k8tyju0hu","30","50","80","12","kw:XLARGE","MLB5872138662",""
"cmncla86a00yavs1cjogspab7","15","40","40","2","cat:MLB456265->MEDIUM_FLAT","MLB4278606769",""
"cmnckfkit035svs600cctj6bf","15","15","15","0.6","cat:MLB428983->SMALL","MLB5855646802",""
"cmnclaicg02wnvs1cw3ae9cnk","15","15","15","0.6","kw:SMALL","MLB5872175778",""
"cmnckfkiu036qvs60w8ziyewj","25","25","25","2","cat:MLB116479->MEDIUM","MLB5879833436",""
"cmnclasmv050gvs1cihj3ifkm","10","10","10","0.3","cat:MLB192566->TINY","MLB5879780588",""
"cmnckf89p00y7vs608ic38d9r","25","25","25","2","cat:MLB22645->MEDIUM","MLB4278080605",""
"cmncla86a00ycvs1cvjb3777y","10","10","10","0.3","kw:TINY","MLB4278748365",""
"cmnclaicg02wvvs1cyi99hgoa","30","40","50","5","kw:LARGE","MLB5879890666",""
"cmnckf89p00y8vs60hrn9m8o1","15","15","15","0.6","kw:SMALL","MLB4278223927",""
"cmnckfkiu036svs608xq8z1ds","25","25","25","2","cat:MLB22645->MEDIUM","MLB5879919138",""
"cmnclasmv050cvs1c5mvm814m","15","15","15","0.6","cat:MLB191714->SMALL","MLB5873328918",""
"cmncla86a00y9vs1cw33o7qq7","15","15","15","0.6","cat:MLB63743->SMALL","MLB4278223947",""
"cmnckfkiu036pvs60sch6mjzn","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB5878743114",""
"cmnckfkiu036avs60jh319me7","10","10","50","0.8","cat:MLB439500->SMALL_LONG","MLB5872065018",""
"cmnck92t100sjvs9kkxq0ymv4","15","15","15","0.6","cat:MLB47102->SMALL","MLB5864639618",""
"cmnckf89p00yavs60rbj3kw1e","25","25","25","2","cat:MLB22645->MEDIUM","MLB4279124365",""
"cmnckf89p00xvvs60kss10fn8","15","15","15","0.6","cat:MLB428983->SMALL","MLB4275729439",""
"cmnckfkiu0365vs60q3vu48uh","25","25","25","2","cat:MLB22645->MEDIUM","MLB5864639476",""
"cmnckf89p00xsvs60s58kfe8o","15","15","15","0.6","cat:MLB428985->SMALL","MLB4275666957",""
"cmnclaqk504a9vs1cp3b39lcp","15","15","15","0.6","kw:SMALL","MLB4278711935",""
"cmnclasmv0507vs1cxmcx9v0f","25","25","25","2","cat:MLB63512->MEDIUM","MLB5855791016",""
"cmnckfkiu036fvs60lennshwl","25","25","25","2","cat:MLB116479->MEDIUM","MLB5873155082",""
"cmnck928600shvs9kkimeg8wh","30","40","50","5","kw:LARGE","MLB5864601672",""
"cmnckfkit035uvs60gys0hrka","15","15","15","0.6","cat:MLB428983->SMALL","MLB5855751712",""
"cmnckf89p00xwvs601tz7dd4p","10","10","10","0.3","cat:MLB115598->TINY","MLB4275737429",""
"cmnclaicf02w5vs1c8m1yyz6u","10","10","50","0.8","cat:MLB63583->SMALL_LONG","MLB5864693490",""
"cmnclaicg02wgvs1cuz11ohro","25","25","25","2","kw:MEDIUM","MLB5872073232",""
"cmnclaicf02w2vs1cub9bw1e7","10","10","10","0.3","kw:TINY","MLB5864627398",""
"cmncla86900y6vs1cniy2s336","10","10","50","0.8","cat:MLB63583->SMALL_LONG","MLB4277185993",""
"cmncla86a00y8vs1cnk3w0pd9","15","15","15","0.6","kw:SMALL","MLB4277419689",""
"cmnckf89p00xxvs6027pqr7uh","15","15","15","0.6","cat:MLB428985->SMALL","MLB4275755173",""
"cmncla86900xxvs1cluapd683","30","80","100","18","kw:XXLARGE","MLB4275599957",""
"cmnckf89p00y5vs605o92pvay","10","10","50","0.8","cat:MLB191833->SMALL_LONG","MLB4277241227",""
"cmnclaicf02w1vs1cgmcmtdkr","10","10","50","0.8","cat:MLB63687->SMALL_LONG","MLB5864595068",""
"cmnckfkiu036evs60midahw8w","10","10","50","0.8","cat:MLB191833->SMALL_LONG","MLB5873139626",""
"cmnckf89p00ygvs60srxc9txn","10","10","10","0.3","cat:MLB115598->TINY","MLB4281215511",""
"cmnck954l00srvs9khqjut80y","15","15","15","0.6","cat:MLB430748->SMALL","MLB5877230840",""
"cmnckfkiu036ivs6064vg6nr6","10","10","50","0.8","cat:MLB191833->SMALL_LONG","MLB5877163852",""
"cmnckfkiu036ovs60zrgga6gg","10","10","10","0.3","cat:MLB115598->TINY","MLB5877428258",""
"cmnckf89p00y9vs60tkkwa1uh","10","10","50","0.8","cat:MLB191833->SMALL_LONG","MLB4278608247",""
"cmncla86a00ybvs1cd7grvkk3","15","15","15","0.6","cat:MLB47102->SMALL","MLB4278614185",""
"cmnckfkiu036rvs608t6dxt2e","25","25","25","2","cat:MLB22645->MEDIUM","MLB5879842992",""
"cmnclasmv050hvs1cdkjmozne","15","15","15","0.6","cat:MLB63846->SMALL","MLB5879916802",""
"cmnck94jl00spvs9kmx1levju","10","10","10","0.3","kw:TINY","MLB5877164790",""
"cmnckfkiu036nvs60zrenqc42","15","15","15","0.6","cat:MLB428983->SMALL","MLB5877333678",""
"cmnckf89p00y6vs60bp6uv8sy","25","25","25","2","cat:MLB22645->MEDIUM","MLB4278067027",""
"cmnckf89p00yfvs60b5squcrd","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4280996451",""
"cmnclaicg02wuvs1cwpbcna0e","15","40","40","2","cat:MLB456265->MEDIUM_FLAT","MLB5878940522",""
"cmnckf89p00ydvs60v3t0r5gv","15","15","15","0.6","cat:MLB428985->SMALL","MLB4280942539",""
"cmnclaicg02wsvs1c8c3x2hav","15","15","15","0.6","kw:SMALL","MLB5877107280",""
"cmnckfkiu036jvs60koj6ntcu","15","15","15","0.6","kw:SMALL","MLB5877171012",""
"cmnclaicg02wyvs1cp9yj88y8","15","40","40","2","cat:MLB456265->MEDIUM_FLAT","MLB5886349026",""
"cmnclaicg02wtvs1c8dmez3y0","15","40","40","2","cat:MLB456265->MEDIUM_FLAT","MLB5877246216",""
"cmnckfkiv0376vs609xctoqu2","25","25","25","2","cat:MLB116479->MEDIUM","MLB5886388580",""
"cmnclaicg02wzvs1cg749d9q1","10","10","50","0.8","cat:MLB63687->SMALL_LONG","MLB5886412338",""
"cmnckfkiu0373vs60jur6acyz","15","15","15","0.6","cat:MLB194431->SMALL","MLB5886332410",""
"cmnclasmv050jvs1cwlxjtc7n","15","15","15","0.6","cat:MLB63846->SMALL","MLB5886353368",""
"cmncla86a00ypvs1cnzlcse1b","25","25","25","2","kw:MEDIUM","MLB4282752667",""
"cmnckf89q00z4vs60wk2mkbjt","10","10","10","0.3","cat:MLB192566->TINY","MLB4282704017",""
"cmnclaicg02x1vs1ckokmhgtq","25","25","25","2","cat:MLB191715->MEDIUM","MLB5886474160",""
"cmnckfkiu036kvs60qxlhw88b","30","50","80","12","kw:XLARGE","MLB5877184156",""
"cmncla86a00yevs1cxofdh38v","15","15","15","0.6","cat:MLB47102->SMALL","MLB4280462881",""
"cmnckf89q00z0vs60nou2kne1","15","15","15","0.6","cat:MLB428983->SMALL","MLB4282360435",""
"cmnckfkiu036uvs60x3dq2hvw","15","15","15","0.6","cat:MLB428985->SMALL","MLB5885512648",""
"cmnckf89q00ysvs60ymcmykk9","15","15","15","0.6","cat:MLB428985->SMALL","MLB4281974201",""
"cmnckfkiu0370vs60kh7astvf","10","10","10","0.3","cat:MLB115598->TINY","MLB5885602732",""
"cmnclaicg02wxvs1cv1bkd7n4","10","10","10","0.3","kw:TINY","MLB5885624038",""
"cmnckfkiv0374vs608s3g3j4b","15","15","15","0.6","cat:MLB428985->SMALL","MLB5886358304",""
"cmnclaqk504acvs1c8d0z4ocl","15","15","15","0.6","cat:MLB191714->SMALL","MLB4281027149",""
"cmncla86a00ylvs1c3mdgkbwu","15","15","15","0.6","kw:SMALL","MLB4282033017",""
"cmnckf89q00z2vs60kiwgow6c","15","15","15","0.6","fallback:SMALL","MLB4282671477",""
"cmnckf89q00ywvs604oten9cb","10","10","50","0.8","cat:MLB191833->SMALL_LONG","MLB4282045703",""
"cmnclasmv050evs1c6a3jspih","25","25","25","2","cat:MLB63512->MEDIUM","MLB5877283774",""
"cmnckf89q00z1vs60mlofeh4o","15","15","15","0.6","cat:MLB428985->SMALL","MLB4282423967",""
"cmnckfkiv0377vs6059v12coc","15","15","15","0.6","cat:MLB194431->SMALL","MLB5886479566",""
"cmnckf89q00yrvs60zs3al5pd","10","10","10","0.3","cat:MLB115598->TINY","MLB4281965661",""
"cmncla86a00yovs1ctb8v6vwv","10","10","10","0.3","kw:TINY","MLB4282643373",""
"cmnckfkiu036yvs6085smfsu2","25","25","25","2","cat:MLB22645->MEDIUM","MLB5885578460",""
"cmncla86a00ykvs1ce5832l3e","30","80","100","18","kw:XXLARGE","MLB4282014849",""
"cmnckf89q00yvvs60e3nfw175","25","25","25","2","cat:MLB22645->MEDIUM","MLB4282014617",""
"cmnckfkiv0378vs6087ljn3z1","15","15","15","0.6","cat:MLB428985->SMALL","MLB5886935554",""
"cmncla86a00ygvs1c9j2bxkmj","15","15","15","0.6","fallback:SMALL","MLB4280486305",""
"cmnck95to00stvs9kjjffs2bm","15","15","15","0.6","cat:MLB430748->SMALL","MLB5885395072",""
"cmnckf89q00yxvs607n6uqitg","15","15","15","0.6","cat:MLB428985->SMALL","MLB4282052811",""
"cmnckf89q00yyvs608gpcru2g","15","15","15","0.6","cat:MLB428983->SMALL","MLB4282058455",""
"cmncla86a00ymvs1c87fe9pt7","15","40","40","2","cat:MLB456265->MEDIUM_FLAT","MLB4282312649",""
"cmnckf89q00yzvs60hg37ivwa","15","15","15","0.6","cat:MLB428985->SMALL","MLB4282065321",""
"cmncla86a00yjvs1czn11x9r0","15","15","15","0.6","kw:SMALL","MLB4281991839",""
"cmncla86a00yivs1c04cf6jbs","10","10","10","0.3","cat:MLB428984->TINY","MLB4281890351",""
"cmnclaicg02xdvs1cnqhdi33d","10","10","10","0.3","cat:MLB192358->TINY","MLB5893273948",""
"cmnckf89q00ytvs60z8xvtbsh","15","15","15","0.6","cat:MLB428985->SMALL","MLB4281990149",""
"cmncla86a00ynvs1c502yj5ng","25","25","25","2","cat:MLB191715->MEDIUM","MLB4282462655",""
"cmnclaicg02wwvs1czwdtnvsb","15","15","15","0.6","kw:SMALL","MLB5885503976",""
"cmnclaicg02wrvs1cc0cia97i","30","50","80","12","kw:XLARGE","MLB5877052224",""
"cmnckfkiu036vvs60n3kclqa9","15","15","15","0.6","cat:MLB194431->SMALL","MLB5885516940",""
"cmnckf89p00ykvs604n5fe3rz","15","15","15","0.6","cat:MLB428985->SMALL","MLB4281936835",""
"cmnckfkiv037ivs60c0s6bozx","25","25","25","2","cat:MLB116479->MEDIUM","MLB5893157016",""
"cmnckfkiu036lvs6092kojuiz","10","10","10","0.3","cat:MLB115598->TINY","MLB5877230412",""
"cmnck96zf00sxvs9k7ajxjps1","15","15","15","0.6","cat:MLB47115->SMALL","MLB5886473470",""
"cmnclaicg02xcvs1coae5s275","15","15","15","0.6","cat:MLB270299->SMALL","MLB5893264464",""
"cmnckf89q00ymvs606zhwxa4h","15","15","15","0.6","cat:MLB428983->SMALL","MLB4281950017",""
"cmnckfkiu036wvs60iila8264","15","15","15","0.6","cat:MLB194431->SMALL","MLB5885525190",""
"cmnckfkiv0375vs600exlrxjd","15","15","15","0.6","kw:SMALL","MLB5886364774",""
"cmnckfkiv037jvs60kwxw9muo","15","15","15","0.6","fallback:SMALL","MLB5893277494",""
"cmnckf89q00ynvs60k5gzpulv","15","15","15","0.6","cat:MLB428985->SMALL","MLB4281951547",""
"cmnckf89q00yqvs60ipzac31e","15","15","15","0.6","cat:MLB428985->SMALL","MLB4281963287",""
"cmnckf89p00yjvs60uk7iu1ya","15","15","15","0.6","cat:MLB428983->SMALL","MLB4281936487",""
"cmnckf89q00ylvs60fh58zcb9","15","15","15","0.6","cat:MLB428983->SMALL","MLB4281939329",""
"cmnckf89p00yivs603k572u42","25","25","25","2","cat:MLB22645->MEDIUM","MLB4281895881",""
"cmnclasmv050ivs1coc4ecj7n","15","15","15","0.6","cat:MLB63846->SMALL","MLB5885665796",""
"cmnclaicg02x0vs1cj1n9312l","25","25","25","2","cat:MLB191715->MEDIUM","MLB5886445374",""
"cmnckf89p00yhvs60fbxe0po0","15","15","15","0.6","cat:MLB428983->SMALL","MLB4281883927",""
"cmnckf89q00z3vs60wwfdr67z","15","15","15","0.6","cat:MLB428983->SMALL","MLB4282686181",""
"cmnck99b500t5vs9ks34f6b9m","10","10","10","0.3","cat:MLB22747->TINY","MLB5893218108",""
"cmnckf89q00ypvs603n3ivg4n","25","25","25","2","cat:MLB116479->MEDIUM","MLB4281960645",""
"cmnckf89q00yuvs602qjuprzc","10","10","10","0.3","cat:MLB115598->TINY","MLB4281993357",""
"cmnclaicg02xbvs1cea5a4hx1","10","10","10","0.3","cat:MLB63788->TINY","MLB5893218660",""
"cmnckf89q00yovs601k4xewx0","30","50","80","12","kw:XLARGE","MLB4281960347",""
"cmnclasmv050dvs1cztzggr0j","15","15","15","0.6","cat:MLB191714->SMALL","MLB5877181026",""
"cmncla86a00yhvs1ctwtbf1fg","15","15","15","0.6","kw:SMALL","MLB4281883931",""
"cmnckfkiu0371vs60fvfrgvtj","30","50","80","12","kw:XLARGE","MLB5885632466",""
"cmncla86a00ytvs1chaufloph","10","10","50","0.8","cat:MLB192359->SMALL_LONG","MLB4286280053",""
"cmnclaqk504advs1cg0n9g3l9","15","15","15","0.6","cat:MLB194429->SMALL","MLB4282016729",""
"cmnckfkiu036zvs607d28w8x7","15","15","15","0.6","cat:MLB428985->SMALL","MLB5885588246",""
"cmncla86a00yfvs1csbhh0gxd","15","40","40","2","cat:MLB47089->MEDIUM_FLAT","MLB4280464269",""
"cmncla86a00yzvs1cfwn4jx0w","15","15","15","0.6","cat:MLB194805->SMALL","MLB4286623411",""
"cmnckf89q00z8vs609qx018eh","10","10","10","0.3","cat:MLB192566->TINY","MLB4286357551",""
"cmnckfkiu036xvs60c5yduoq9","30","50","80","12","kw:XLARGE","MLB5885527620",""
"cmnclaukw050kvs1ct9p0mjyg","10","10","10","0.3","cat:MLB192566->TINY","MLB5886482652",""
"cmnckfkiu036mvs60rvx9xx29","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB5877243624",""
"cmnckfkiu036tvs60ws5coz8f","15","15","15","0.6","cat:MLB428983->SMALL","MLB5885500706",""
