itemId,account,h,w,l,weightG,status,error
MLB5243452422,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3945223255,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3945263333,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3945260451,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3945325005,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3945292809,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3945322435,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3945284277,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3945439351,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3945235507,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5246364984,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5246052500,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3945630611,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3945629597,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5246047802,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3945720869,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3945097201,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3947455039,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5247500752,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5247461748,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3948156465,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3946489281,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3948172413,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3947395971,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3947400523,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5247585616,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3946425289,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5246017460,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3946581917,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5245999584,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3946514489,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3946746911,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3946560915,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5245964424,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3946515237,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3946689895,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5252621222,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5252445564,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3949754425,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5250853446,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5252432180,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3948119869,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3948950769,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5253187160,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3949673473,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3949594269,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5253200934,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3949575951,JOTABÊ AUTOPEÇAS,20,20,25,600,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height; seller_package_length; seller_package_weight] are too small for the product dimensions)
MLB3949689255,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3949648523,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3949645557,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3949603681,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5253193596,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5253219094,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5256434748,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5256401514,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5255488356,JOTABÊ AUTOPEÇAS,15,15,15,600,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_length; seller_package_width; seller_package_height; seller_package_weight] are too small for the product dimensions)
MLB5255444128,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5254663994,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5257529604,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5254605934,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5255506018,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5253149232,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5253012022,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5255593126,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3951800101,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5253103964,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5258519038,JOTABÊ AUTOPEÇAS,15,15,15,600,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_length; seller_package_width; seller_package_height; seller_package_weight] are too small for the product dimensions)
MLB3951852647,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3951876125,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5258502244,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5258102724,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3952648167,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5258132882,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3952661941,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5258456398,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5258358862,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3952658693,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3952669817,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5259322242,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5259431002,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3952631337,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3952526609,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3953794733,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5259265210,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5261499220,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5261480636,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5261420194,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3954771441,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3954547859,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3954757285,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3954694171,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3954462519,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5263409488,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5263633132,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3956309071,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3955159195,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3954429947,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3956223173,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3956834885,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3956765985,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3956705783,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5265395684,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5265494820,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3957943719,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3957916925,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3957612549,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3958890915,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3957593037,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3958562757,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3958750833,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3959928719,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5269979946,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3958714679,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3959888691,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5269841294,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5269903768,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5269775572,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5269850224,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5269784068,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5269841768,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5269941362,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3961831465,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5271032554,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5273069878,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3963274313,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5273073976,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3963179843,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5272049862,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3961791261,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5271134996,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3961496873,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3961481291,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3961546307,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3961480411,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5271196332,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3961484767,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3961487555,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3961496321,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5273005488,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5273021286,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5273041592,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5272775396,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5272773866,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3964288063,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5272706656,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5273067324,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3964126543,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3964244849,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3963750221,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3964262397,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5273991000,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5274016450,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3963838763,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3964157495,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5273918982,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3964751381,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5273620670,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5273555932,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5273535230,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3964926577,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3965015569,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3964888149,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3964983571,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5273816170,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5273738710,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3964643773,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3964645241,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3964671691,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3964737537,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5274368976,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3964561991,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3964646697,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3964611201,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5274413134,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5274447942,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3964665761,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3964566617,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3964587993,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3964627215,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5275671376,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3965340605,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5275670894,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3966491907,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3966502015,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3966518035,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3965366797,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5275660522,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3966509779,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3965419349,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5276756290,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5276672676,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5276719338,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3966439661,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3966378845,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5276680822,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5276674306,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3966406643,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3966425833,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5276767382,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5277729944,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5277386236,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5277446846,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5277612018,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5277756744,JOTABÊ AUTOPEÇAS,15,15,15,600,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_weight] are too small for the product dimensions)
MLB5277593822,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5277663264,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5277671224,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5277689340,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5277434858,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5277660160,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5276433794,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5276628038,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5276458772,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5276544480,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5276498144,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5276517148,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5277345216,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3967856259,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3967708365,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3967736477,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5277376158,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5277362690,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5277379612,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3967797923,JOTABÊ AUTOPEÇAS,25,25,25,2000,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_height] are too small for the product dimensions)
MLB3967869091,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3967890751,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3968071719,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3967677609,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3968914215,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5278678114,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3968898783,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3968690271,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3968686191,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3967662507,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3967628407,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5279821008,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3967091233,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3967089353,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3966889733,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3967255363,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3967085181,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3967181947,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3967203903,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3967123419,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3967110365,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3967058727,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3969683427,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5282531052,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3969770265,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5282459668,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3969631787,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3972345537,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3972192639,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5282856612,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3973520193,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5284093586,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5284133922,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5284098102,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5283954222,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3972082901,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3973522013,JOTABÊ AUTOPEÇAS,10,10,10,300,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height; seller_package_weight] are too small for the product dimensions)
MLB5284142178,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3972058197,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5284919142,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3974890487,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5285185564,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3973378771,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5284954134,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3974900421,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5284951206,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5285031384,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3975823879,JOTABÊ AUTOPEÇAS,15,15,15,600,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_height; seller_package_weight] are too small for the product dimensions)
MLB3975783637,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3976878737,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3975629285,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3975565753,JOTABÊ AUTOPEÇAS,25,25,25,2000,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_height] are too small for the product dimensions)
MLB3975666373,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5287990768,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3975825575,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5288042014,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3974685335,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3974687293,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5286282840,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3974787935,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3974787109,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3974634723,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5286271450,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3974732803,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3974400297,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3979290789,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5290232514,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3979127259,JOTABÊ AUTOPEÇAS,15,15,15,600,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_length; seller_package_width; seller_package_height; seller_package_weight] are too small for the product dimensions)
MLB3978999895,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5290298104,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5289914100,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5295932404,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3980056111,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5290801604,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5290619002,JOTABÊ AUTOPEÇAS,25,25,25,2000,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_length; seller_package_width; seller_package_height] are too small for the product dimensions)
MLB3976665777,JOTABÊ AUTOPEÇAS,10,10,50,800,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_height] are too small for the product dimensions)
MLB3976582503,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3983450279,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5295382670,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5295741376,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5295829952,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3983243117,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5300529158,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5300321484,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3986631203,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5299169660,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3985719559,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5299472804,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5299364192,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5299227520,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5297980594,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5298031588,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3985871253,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5303274250,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3989049595,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5303324806,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5303338224,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3988864351,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3989017505,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5303403392,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3990098511,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3990087901,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3989924957,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3989950907,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3990058625,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3990188315,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3990226769,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3990145353,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5303073942,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5303217734,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3990107431,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5301889624,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3987595461,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5301559698,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3987813037,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3987836213,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5301672610,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5301837460,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
